employee_ID,f_Name,l_Name,role,work_email,lic_num,seniority_level
EMP889,Tanya,Reed,Supervisor_Tech,gloria64@example.net,LIC-T-1449,Senior
EMP564,Sharon,Stanley,Lead_Tech,ashley05@example.org,LIC-T-1720,Senior
EMP482,Anthony,Lopez,Lead_Tech,brownmarissa@example.net,LIC-T-1338,Senior
EMP127,Shawn,Garrett,Technician,hendrickscolleen@example.net,LIC-T-1983,Junior
EMP745,Michael,Lutz,Technician,randall53@example.org,LIC-T-1673,Mid
EMP382,Ashley,Beck,Technician,sporter@example.com,LIC-T-1167,Mid
EMP750,Amy,Peters,Lead_Tech,matthew81@example.net,LIC-T-1048,Senior
EMP500,Ryan,Thomas,Supervisor_Tech,timothymay@example.org,LIC-T-1563,Senior
EMP180,Kayla,Dickerson,Technician,joshuacain@example.org,LIC-T-1105,Mid
EMP339,Stacey,Morgan,Supervisor_Tech,williamjoseph@example.net,LIC-T-1283,Senior
EMP503,Patrick,Spears,Technician,zacharyduran@example.com,LIC-T-1482,Mid
EMP739,Carl,Bryant,Lead_Tech,jeffery22@example.org,LIC-T-1642,Senior
EMP933,Shane,Powell,Supervisor_Tech,cperez@example.com,LIC-T-1208,Senior
EMP256,Michele,Wilson,Lead_Tech,michaelbutler@example.com,LIC-T-1155,Senior
EMP108,Jeffrey,Sanchez,Supervisor_Tech,elizabeth47@example.org,LIC-T-1223,Senior
EMP712,Michael,Frazier,Technician,amber48@example.com,LIC-T-1460,Mid
EMP312,Adam,Rhodes,Technician,willislauren@example.com,LIC-T-1166,Mid
EMP567,Micheal,Cervantes,Lead_Tech,nielsenjessica@example.org,LIC-T-1048,Senior
EMP561,Daniel,White,Lead_Tech,eroberts@example.net,LIC-T-1576,Senior
EMP516,Robin,Simpson,Supervisor_Tech,eric67@example.com,LIC-T-1450,Senior
EMP774,Gregory,Allen,Lead_Tech,nicholsjoseph@example.com,LIC-T-1488,Senior
EMP358,Stacey,Simpson,Lead_Tech,courtney02@example.net,LIC-T-1228,Senior
EMP466,Ashley,Collins,Supervisor_Tech,kathleen78@example.net,LIC-T-1938,Senior
EMP494,Maria,Butler,Technician,elizabethjames@example.com,LIC-T-1998,Mid
EMP749,Ashlee,Jones,Technician,floresandrew@example.com,LIC-T-1952,Junior
EMP812,Richard,Clark,Technician,reesejanet@example.org,LIC-T-1864,Junior
EMP864,Johnathan,Harris,Lead_Tech,dberger@example.org,LIC-T-1967,Senior
EMP305,Amy,Davis,Supervisor_Tech,yanderson@example.com,LIC-T-1036,Senior
EMP686,Oscar,Washington,Supervisor_Tech,matthewgomez@example.org,LIC-T-1305,Senior
EMP895,Dustin,Hicks,Lead_Tech,christinekey@example.net,LIC-T-1706,Senior
EMP420,Justin,Gutierrez,Supervisor_Tech,nicole88@example.net,LIC-T-1501,Senior
EMP665,Sara,Ramirez,Supervisor_Tech,codonnell@example.org,LIC-T-1191,Senior
EMP416,Tracey,York,Technician,hannahmoore@example.net,LIC-T-1053,Junior
EMP834,Rachel,Salazar,Technician,barbara44@example.net,LIC-T-1658,Junior
EMP582,Brian,Gutierrez,Lead_Tech,qluna@example.net,LIC-T-1977,Senior
EMP683,Michelle,Smith,Technician,mrubio@example.com,LIC-T-1180,Junior
EMP992,Isaac,Wilkins,Technician,christopher15@example.com,LIC-T-1022,Mid
EMP415,Jessica,Harris,Lead_Tech,markgonzales@example.org,LIC-T-1270,Senior
EMP939,Amy,Perry,Lead_Tech,odavis@example.com,LIC-T-1106,Senior
EMP646,Christina,Scott,Supervisor_Tech,rebeccahensley@example.net,LIC-T-1492,Senior
EMP120,Cheryl,Jackson,Lead_Tech,uhernandez@example.net,LIC-T-1432,Senior
EMP577,Joseph,Valentine,Technician,cindybell@example.com,LIC-T-1153,Mid
EMP965,Theodore,Hobbs,Lead_Tech,maryadams@example.com,LIC-T-1037,Senior
EMP143,Tara,Dominguez,Technician,simpsonantonio@example.com,LIC-T-1724,Junior
EMP398,Chad,Singleton,Lead_Tech,christopher30@example.com,LIC-T-1980,Senior
EMP581,Bridget,Montgomery,Technician,brandonstone@example.com,LIC-T-1215,Mid
EMP948,Rachel,Rodriguez,Supervisor_Tech,hmiller@example.org,LIC-T-1516,Senior
EMP238,Ryan,Ramos,Technician,daniellelopez@example.org,LIC-T-1541,Junior
EMP182,Jennifer,Heath,Supervisor_Tech,uweaver@example.org,LIC-T-1519,Senior
EMP805,Steven,Wong,Supervisor_Tech,ashlee89@example.org,LIC-T-1601,Senior
EMP183,Cassandra,Green,Supervisor_Tech,julie14@example.org,LIC-T-1957,Senior
EMP193,Lisa,Chapman,Technician,matthew00@example.org,LIC-T-1553,Mid
EMP460,Sue,Howard,Lead_Tech,westmatthew@example.com,LIC-T-1195,Senior
EMP125,Matthew,Thomas,Supervisor_Tech,alexanderfox@example.org,LIC-T-1448,Senior
EMP425,Isabella,Huynh,Supervisor_Tech,johnsonsherry@example.com,LIC-T-1876,Senior
EMP410,William,Bass,Supervisor_Tech,vcollins@example.net,LIC-T-1575,Senior
EMP467,Shawn,Watkins,Technician,lozanomichael@example.com,LIC-T-1571,Junior
EMP945,Aaron,Smith,Lead_Tech,amandahoward@example.org,LIC-T-1504,Senior
EMP649,Jessica,Cannon,Lead_Tech,hermanjoseph@example.net,LIC-T-1555,Senior
EMP447,Virginia,Haas,Lead_Tech,milestammy@example.net,LIC-T-1412,Senior
EMP670,Kenneth,Robinson,Lead_Tech,kristyliu@example.com,LIC-T-1552,Senior
EMP656,Todd,Ellis,Lead_Tech,jaclynsmith@example.com,LIC-T-1987,Senior
EMP163,Dana,Velez,Supervisor_Tech,linda50@example.com,LIC-T-1467,Senior
EMP667,Michael,Cooper,Technician,sjohnson@example.net,LIC-T-1523,Junior
EMP131,Beth,Bass,Technician,dmartin@example.net,LIC-T-1351,Mid
EMP476,Devin,Lin,Technician,houseamy@example.com,LIC-T-1766,Mid
EMP986,Katrina,Walsh,Technician,jefferygarrett@example.net,LIC-T-1967,Junior
EMP718,Andrew,Browning,Lead_Tech,levilopez@example.com,LIC-T-1444,Senior
EMP574,William,Cardenas,Supervisor_Tech,wharper@example.net,LIC-T-1783,Senior
EMP371,Dustin,Mitchell,Supervisor_Tech,harry48@example.com,LIC-T-1580,Senior
EMP867,Debbie,Ross,Supervisor_Tech,ggross@example.net,LIC-T-1150,Senior
EMP346,Crystal,West,Lead_Tech,jeremy30@example.org,LIC-T-1154,Senior
EMP450,Joseph,Rivas,Supervisor_Tech,amanda93@example.net,LIC-T-1302,Senior
EMP676,Sheila,Phillips,Technician,eric61@example.com,LIC-T-1175,Junior
EMP348,Sean,Conner,Supervisor_Tech,perezkimberly@example.net,LIC-T-1718,Senior
EMP307,Elizabeth,Downs,Technician,enguyen@example.net,LIC-T-1557,Junior
EMP377,John,Harris,Technician,zyates@example.org,LIC-T-1512,Mid
EMP283,Andrea,Lyons,Lead_Tech,pward@example.com,LIC-T-1627,Senior
EMP753,Amanda,Tanner,Supervisor_Tech,kgoodman@example.org,LIC-T-1865,Senior
EMP629,Kimberly,Bowers,Lead_Tech,hannasteve@example.com,LIC-T-1997,Senior
EMP736,Marcus,Lawson,Lead_Tech,rjohnson@example.com,LIC-T-1628,Senior
EMP359,Peggy,Little,Supervisor_Tech,harrisgarrett@example.com,LIC-T-1764,Senior
EMP640,Devin,Frazier,Lead_Tech,smithmary@example.com,LIC-T-1290,Senior
EMP716,Zachary,Mclaughlin,Supervisor_Tech,steven74@example.org,LIC-T-1997,Senior
EMP199,Samantha,Miranda,Lead_Tech,jenniferleblanc@example.com,LIC-T-1520,Senior
EMP523,Tanya,Pierce,Technician,lewisdeborah@example.org,LIC-T-1258,Junior
EMP148,Crystal,Schaefer,Lead_Tech,vanceleah@example.net,LIC-T-1501,Senior
EMP938,Christina,Hale,Lead_Tech,flowersraymond@example.com,LIC-T-1980,Senior
EMP865,Roger,Perez,Lead_Tech,gregorycarter@example.net,LIC-T-1929,Senior
EMP687,Austin,Perez,Supervisor_Tech,hmcdonald@example.com,LIC-T-1592,Senior
EMP722,David,Chandler,Supervisor_Tech,esmith@example.com,LIC-T-1199,Senior
EMP364,Melinda,Rogers,Supervisor_Tech,efrey@example.org,LIC-T-1553,Senior
EMP760,Karen,Harvey,Technician,chris63@example.org,LIC-T-1585,Mid
EMP541,Thomas,Walker,Technician,leroy09@example.com,LIC-T-1066,Junior
EMP563,Peter,Winters,Lead_Tech,tiffany46@example.net,LIC-T-1448,Senior
EMP452,Donald,Bowman,Lead_Tech,kathryn81@example.net,LIC-T-1591,Senior
EMP384,George,Graham,Technician,qfisher@example.net,LIC-T-1925,Junior
EMP290,Sylvia,Hernandez,Supervisor_Tech,mary27@example.org,LIC-T-1033,Senior
EMP277,Sherry,Williams,Lead_Tech,rgarcia@example.org,LIC-T-1841,Senior
EMP405,Jill,Lynch,Technician,pmills@example.com,LIC-T-1243,Junior
EMP843,Lisa,Scott,Supervisor_Tech,dmaldonado@example.org,LIC-T-1704,Senior
EMP366,Donna,Casey,Lead_Tech,heidi49@example.org,LIC-T-1616,Senior
EMP430,Kelli,Wheeler,Lead_Tech,mcdowellwilliam@example.net,LIC-T-1825,Senior
EMP363,Jessica,Hughes,Lead_Tech,wigginskelli@example.com,LIC-T-1385,Senior
EMP236,Duane,Jacobs,Supervisor_Tech,scottbrian@example.com,LIC-T-1865,Senior
EMP465,Cynthia,Tucker,Technician,srodriguez@example.net,LIC-T-1083,Junior
EMP214,Veronica,Carrillo,Supervisor_Tech,katie18@example.net,LIC-T-1408,Senior
EMP869,Lisa,Sanchez,Lead_Tech,mclaughlinterrence@example.com,LIC-T-1194,Senior
EMP598,Tracy,Brown,Lead_Tech,nicolebartlett@example.com,LIC-T-1183,Senior
EMP820,Steven,Johnson,Technician,lmartin@example.com,LIC-T-1767,Junior
EMP966,Brendan,Thomas,Supervisor_Tech,laurabell@example.com,LIC-T-1440,Senior
EMP223,Stephen,Perez,Technician,stephanie44@example.org,LIC-T-1147,Mid
EMP233,Eric,Dudley,Lead_Tech,agonzalez@example.net,LIC-T-1697,Senior
EMP797,Amanda,Simon,Technician,williamsbarbara@example.com,LIC-T-1209,Junior
EMP255,Joanna,Patterson,Technician,aschultz@example.com,LIC-T-1021,Mid
EMP521,Sarah,Ruiz,Supervisor_Tech,williamsangela@example.org,LIC-T-1547,Senior
EMP664,Tracy,Young,Supervisor_Tech,arellanojoseph@example.net,LIC-T-1825,Senior
EMP244,David,Fowler,Lead_Tech,ortizmelissa@example.net,LIC-T-1619,Senior
EMP642,Eric,Caldwell,Supervisor_Tech,adamsnicole@example.org,LIC-T-1396,Senior
EMP525,Gary,Walker,Lead_Tech,jenna84@example.org,LIC-T-1848,Senior
EMP699,Amanda,Webb,Lead_Tech,qanderson@example.net,LIC-T-1013,Senior
EMP719,Vanessa,Anderson,Technician,joneskenneth@example.org,LIC-T-1873,Mid
EMP144,Amy,Mann,Technician,hannah51@example.org,LIC-T-1362,Junior
EMP651,Mitchell,Williams,Technician,qbrown@example.org,LIC-T-1746,Mid
EMP522,James,Robinson,Supervisor_Tech,johnatkins@example.com,LIC-T-1111,Senior
EMP280,Rachel,Rosales,Technician,carterjenna@example.com,LIC-T-1880,Mid
EMP468,Jerry,Glenn,Lead_Tech,justin83@example.net,LIC-T-1094,Senior
EMP457,Miranda,Joseph,Lead_Tech,brian14@example.com,LIC-T-1415,Senior
EMP354,Regina,Jordan,Technician,christopher20@example.com,LIC-T-1719,Mid
EMP427,Rebecca,Flores,Supervisor_Tech,kenneth53@example.com,LIC-T-1451,Senior
EMP735,Marc,Ramirez,Technician,gina74@example.org,LIC-T-1187,Junior
EMP327,Michael,Ballard,Technician,fharris@example.org,LIC-T-1479,Mid
EMP738,Roberto,Richardson,Lead_Tech,kellywilliams@example.org,LIC-T-1461,Senior
EMP569,Eric,Reed,Lead_Tech,christopher15@example.org,LIC-T-1300,Senior
EMP847,John,Smith,Lead_Tech,ejones@example.net,LIC-T-1936,Senior
EMP824,Amanda,Jacobson,Technician,daniellegreen@example.com,LIC-T-1033,Junior
EMP204,Maria,Gonzalez,Supervisor_Tech,marshlynn@example.org,LIC-T-1633,Senior
EMP767,John,Robertson,Lead_Tech,joseph02@example.com,LIC-T-1629,Senior
EMP601,Todd,Harrison,Technician,olsonbrian@example.com,LIC-T-1033,Junior
EMP844,Cathy,Arnold,Supervisor_Tech,ojohns@example.net,LIC-T-1716,Senior
EMP585,Michael,Smith,Lead_Tech,sarah96@example.com,LIC-T-1131,Senior
EMP124,Stephanie,Ward,Supervisor_Tech,oadams@example.net,LIC-T-1856,Senior
EMP116,Wayne,Tucker,Supervisor_Tech,uberry@example.com,LIC-T-1485,Senior
EMP527,Brandon,Hoffman,Supervisor_Tech,johnsonchristine@example.org,LIC-T-1849,Senior
EMP529,Margaret,Lucero,Lead_Tech,jacksonalexandra@example.com,LIC-T-1567,Senior
EMP985,Charles,Carr,Lead_Tech,jeffreymoore@example.org,LIC-T-1979,Senior
EMP809,Karen,Burgess,Supervisor_Tech,brownbrian@example.org,LIC-T-1222,Senior
EMP335,Mark,Raymond,Supervisor_Tech,murphyvalerie@example.net,LIC-T-1135,Senior
EMP593,Evan,Ryan,Technician,dustin94@example.com,LIC-T-1627,Mid
EMP211,Kelly,Turner,Supervisor_Tech,taylorsullivan@example.com,LIC-T-1934,Senior
EMP170,Patricia,Williams,Supervisor_Tech,bryantrita@example.com,LIC-T-1069,Senior
EMP266,Darlene,James,Technician,lisa18@example.net,LIC-T-1874,Junior
EMP944,John,Alvarez,Technician,melanie57@example.org,LIC-T-1733,Junior
EMP472,Christian,Blackburn,Technician,scott49@example.org,LIC-T-1339,Junior
EMP641,Jesse,Campos,Lead_Tech,unelson@example.org,LIC-T-1315,Senior
EMP274,Ashley,Klein,Supervisor_Tech,victoria80@example.org,LIC-T-1877,Senior
EMP866,Kelly,Allen,Technician,luisaustin@example.com,LIC-T-1841,Mid
EMP610,Kevin,Vincent,Technician,uglass@example.org,LIC-T-1049,Mid
EMP478,Michael,Sharp,Technician,xmorgan@example.org,LIC-T-1158,Junior
EMP239,Brandon,Campbell,Technician,idavidson@example.net,LIC-T-1785,Junior
EMP853,Barbara,Ryan,Lead_Tech,swilliams@example.org,LIC-T-1291,Senior
EMP885,Sarah,Grant,Supervisor_Tech,elizabeth31@example.net,LIC-T-1168,Senior
EMP102,Derek,Duke,Supervisor_Tech,davisjoan@example.com,LIC-T-1858,Senior
EMP575,Barbara,Murray,Lead_Tech,john18@example.com,LIC-T-1420,Senior
EMP620,Ian,Hubbard,Lead_Tech,mayala@example.org,LIC-T-1801,Senior
